,Unnamed: 0,tile_id,year,conflict_intensity,crop_change_ha,crop_change_pct
1073,1073,518946_1113825,2022,0.0,1862.8796470588277,6.634790287080294
1074,1074,518946_1138825,2022,0.0,3265.209098039213,11.483382288423716
1075,1075,518946_1163825,2022,0.0,-1082.2390588235285,-2.3834712443356443
1076,1076,518946_1188825,2022,0.0,-1579.3606274509802,-4.08888440435512
1077,1077,518946_1213825,2022,0.0,-2541.194549019594,-5.799011852904368
1078,1078,518946_1238825,2022,0.0,-2515.795450980382,-6.303696504281575
1079,1079,518946_1263825,2022,0.0,-4796.007568627454,-18.07007070575919
1080,1080,518946_1288825,2022,0.0,-3035.5245098039486,-17.307071840705834
1081,1081,518946_1313825,2022,0.0,-1104.1294901960791,-3.781844041170168
1082,1082,518946_1338825,2022,9.326123968911954,-827.7718039215797,-3.552141009728571
1083,1083,518946_1363825,2022,0.7979304222581056,-2278.5341960784317,-18.332769202791965
1084,1084,518946_1388825,2022,0.2846183935951064,-1187.6045490196157,-7.223728381029404
1085,1085,518946_1413825,2022,0.0,-2616.444156862741,-10.748249821458744
1086,1086,518946_1438825,2022,0.0,-3271.6128627450926,-15.830273377012826
1087,1087,518946_1463825,2022,0.0,-1354.777725490194,-11.319949601649814
1088,1088,518946_1488825,2022,0.0,-1796.6604705882419,-8.735363932103468
1089,1089,518946_1513825,2022,0.8316210802483012,-1416.904549019604,-7.879137792875579
1090,1090,518946_1538825,2022,0.0,-1332.8096078431336,-12.334269295204647
1091,1091,518946_1563825,2022,0.0,116.74215686274465,4.808249930761543
1092,1092,518946_1588825,2022,0.0,941.6283921568593,10.931306154683607
1093,1093,518946_1613825,2022,0.0,-40.04658823529462,-1.4143479473951337
1094,1094,543946_988825,2022,0.1913840298093532,-353.2058039215335,-0.8656959300248568
1095,1095,543946_1013825,2022,0.1691476577506842,-2241.3303529411787,-7.902973906835542
1096,1096,543946_1038825,2022,0.0,-118.7626666666547,-0.2839960495016114
1097,1097,543946_1063825,2022,0.0,-382.81352941178193,-0.7048096809821103
1098,1098,543946_1088825,2022,0.0,-85.7873725490208,-0.20571229596529905
1099,1099,543946_1113825,2022,0.0843038045079575,272.064274509823,0.7792317521011283
1100,1100,543946_1138825,2022,0.1118047305509094,2376.1410588235376,6.4915088679039945
1101,1101,543946_1163825,2022,0.0,-53.075490196079045,-0.16710727318317575
1102,1102,543946_1188825,2022,0.0,-80.5384705882534,-0.25699013020263894
1103,1103,543946_1213825,2022,0.0,-557.2938431372531,-1.3408088996800127
1104,1104,543946_1238825,2022,0.0,-1486.9448235293858,-4.378224740603109
1105,1105,543946_1263825,2022,0.0,-5467.454588235301,-19.906862502660395
1106,1106,543946_1288825,2022,0.0,-3565.099607843131,-16.402736125298134
1107,1107,543946_1313825,2022,1.7563665507516872,-2829.778039215682,-14.374269096292537
1108,1108,543946_1338825,2022,7.489969663473081,-2059.943254901955,-15.823071356128416
1109,1109,543946_1363825,2022,8.439429991910831,-855.1116862745112,-6.30020921879344
1110,1110,543946_1388825,2022,5.593833749766122,-826.7509019607896,-4.583026165454451
1111,1111,543946_1413825,2022,0.781875092176602,-667.1398431372527,-4.121123466999244
1112,1112,543946_1438825,2022,0.0,-2452.067882352956,-11.937311274626772
1113,1113,543946_1463825,2022,0.0,-2738.9980784313702,-14.252918831755357
1114,1114,543946_1488825,2022,1.0115318443590495,-3136.7120392156903,-14.148670000654906
1115,1115,543946_1513825,2022,1.6345821434028234,-2400.688235294132,-10.752958826560432
1116,1116,543946_1538825,2022,0.0,-1984.056862745103,-10.264440268584762
1117,1117,543946_1563825,2022,0.0,-1042.7067058823595,-3.489977081583162
1118,1118,543946_1588825,2022,0.0,-36.982627450976,-0.24585537911879785
1119,1119,543946_1613825,2022,0.0,177.67266666666637,8.383975206847527
1121,1121,568946_988825,2022,0.0,368.97223529408075,1.2186829493007645
1122,1122,568946_1013825,2022,0.0,-2378.6090196078367,-10.355665973975825
1123,1123,568946_1038825,2022,0.0,-4001.117803921572,-22.193221127274875
1124,1124,568946_1063825,2022,0.0,-1444.0799215685802,-4.876142409541162
